Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
NOWOŚCI,Szpilki nude z ozdobnym spodem,630,,   D00580-1451-S05,"https://baldowski.b-cdn.net/10172-new_cart_photo/szpilki-nude-z-ozdobnym-spodem.jpg,https://baldowski.b-cdn.net/10174-new_cart_photo/szpilki-nude-z-ozdobnym-spodem.jpg","35,36,37,38,39,40,41",Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki nude z ozdobnym spodem,Dostępne,1
NOWOŚCI,Szpilki nude,560,,   D03166-1451-003,"https://baldowski.b-cdn.net/10131-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/10133-new_cart_photo/szpilki-nude.jpg",36,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki nude,Dostępne,1
WSZYSTKIE BUTY,Botki czarne,340,150.0,   D02310-4330-003/S03,"https://baldowski.b-cdn.net/5329-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/5330-new_cart_photo/botki-czarne.jpg","36,37","Czarne buty na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarny,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
NOWOŚCI,Szpilki jasny brąz,510,,   D03524-1451-002,"https://baldowski.b-cdn.net/10378-new_cart_photo/szpilki-jasny-braz.jpg,https://baldowski.b-cdn.net/10380-new_cart_photo/szpilki-jasny-braz.jpg","36,37,38,39,40",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., jasny brąz,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki jasny brąz,Dostępne,1
NOWOŚCI,Szpilki zielone,510,,   D3524-1451-001,"https://baldowski.b-cdn.net/10320-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/10322-new_cart_photo/szpilki-zielone.jpg","36,37,38,39,40,41",Szpilki zielone na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
NOWOŚCI,Szpilki beżowe,520,,   D03291-1451-002,"https://baldowski.b-cdn.net/10698-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/10701-new_cart_photo/szpilki-bezowe.jpg","36,39,40",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
NOWOŚCI,Szpilki jasny brąz,520,,   D03291-1451-004,"https://baldowski.b-cdn.net/10303-new_cart_photo/szpilki-brazowe.jpg,https://baldowski.b-cdn.net/10306-new_cart_photo/szpilki-brazowe.jpg","36,37,38,39",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., jasny brąz,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki jasny brąz,Dostępne,1
NOWOŚCI,Szpilki bordowe,520,,   D03291-1451-001,"https://baldowski.b-cdn.net/10294-new_cart_photo/szpilki-bordowe.jpg,https://baldowski.b-cdn.net/10297-new_cart_photo/szpilki-bordowe.jpg","36,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki bordowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,440,,   D03167-3436-003,"https://baldowski.b-cdn.net/8806-new_cart_photo/sandaly-na-szpilce-nude.jpg,https://baldowski.b-cdn.net/8808-new_cart_photo/sandaly-na-szpilce-nude.jpg","36,38,39,40",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce beżowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce czarne,490,,   D03167-3436-004,"https://baldowski.b-cdn.net/8920-new_cart_photo/sandały-na-szpilce-czarne.jpg,https://baldowski.b-cdn.net/8922-new_cart_photo/sandały-na-szpilce-czarne.jpg","36,40",Sandały na szpilce  na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce złote,490,,   D03167-3436-002,"https://baldowski.b-cdn.net/8497-new_cart_photo/sandaly-slubne-zlote.jpg,https://baldowski.b-cdn.net/8499-new_cart_photo/sandaly-slubne-zlote.jpg","37,40,41",Złote buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i materiału wysokogatunkowego, złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce złote,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce srebrne,490,,   D03167-3436-001,"https://baldowski.b-cdn.net/8646-new_cart_photo/sandały-na-szpilce-srebrne.jpg,https://baldowski.b-cdn.net/8647-new_cart_photo/sandały-na-szpilce-srebrne.jpg","35,38,39,41",Sandały na szpilce srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i materiału wysokogatunkowego,srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce srebrne,Dostępne,1
SANDAŁY I KLAPKI,Sandały złote,530,,   D03105-3436-005,"https://baldowski.b-cdn.net/10079-new_cart_photo/sandały-złote.jpg,https://baldowski.b-cdn.net/10081-new_cart_photo/sandały-złote.jpg","36,37,38,40,41",Sandały złote na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce białe,540,,   D03105-3436-006,"https://baldowski.b-cdn.net/8798-new_cart_photo/sandały-na-szpilce-białe.jpg,https://baldowski.b-cdn.net/8800-new_cart_photo/sandały-na-szpilce-białe.jpg","36,37,38,39,40,41",Sandały na szpilce na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce białe,Dostępne,1
SANDAŁY I KLAPKI,Sandały multicolor,380,100.0,   D03008-3436-002,"https://baldowski.b-cdn.net/8984-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/8986-new_cart_photo/sandaly-multicolor.jpg","36,40",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,480.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
SANDAŁY I KLAPKI,Sandały multicolor,380,100.0,   D03008-3436-003,"https://baldowski.b-cdn.net/8669-new_cart_photo/sandały-multicolor.jpg,https://baldowski.b-cdn.net/8671-new_cart_photo/sandały-multicolor.jpg","38,39",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,480.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
SANDAŁY I KLAPKI,Sandały multicolor,350,100.0,   D03010-3436-005,"https://baldowski.b-cdn.net/9691-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/9693-new_cart_photo/sandaly-multicolor.jpg","37,38,39",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
SANDAŁY I KLAPKI,Sandały kaszmirowe,390,100.0,   D02530-3436-003,"https://baldowski.b-cdn.net/9631-new_cart_photo/sandały-kaszmirowe.jpg,https://baldowski.b-cdn.net/9633-new_cart_photo/sandały-kaszmirowe.jpg",39,Sandały kaszmirowe z wyjmowaną wstążką na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., kaszmir,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały kaszmirowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały camel,390,100.0,   D02530-3436-005,"https://baldowski.b-cdn.net/6711-new_cart_photo/sandaly-camel.jpg,https://baldowski.b-cdn.net/6713-new_cart_photo/sandaly-camel.jpg","36,40,41",Sandały camel z wyjmowaną wstążką na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., camel,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały camel,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,460,100.0,   D02563-4742-002,"https://baldowski.b-cdn.net/9863-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9865-new_cart_photo/sandaly-czarne.jpg","35,37,38",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarne,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,360,100.0,   D03044-3436-001,"https://baldowski.b-cdn.net/9731-new_cart_photo/sandały-czarne.jpg,https://baldowski.b-cdn.net/9733-new_cart_photo/sandały-czarne.jpg","37,38,39",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarne,1,1,460.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,670,,   D03083-3436-001,"https://baldowski.b-cdn.net/9995-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9997-new_cart_photo/sandaly-czarne.jpg","36,38,39,40,41",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,670,,   D03083-3436-003,"https://baldowski.b-cdn.net/9847-new_cart_photo/sandaly-na-szpilce-bezowe.jpg,https://baldowski.b-cdn.net/9849-new_cart_photo/sandaly-na-szpilce-bezowe.jpg","36,37,38,39,40,41",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce beżowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,490,,   D03136-3436-003,"https://baldowski.b-cdn.net/9081-new_cart_photo/sandaly-na-szpilce-bezowe.jpg,https://baldowski.b-cdn.net/9083-new_cart_photo/sandaly-na-szpilce-bezowe.jpg","36,40,41",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce beżowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,490,,   D03136-3436-001,"https://baldowski.b-cdn.net/9073-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9075-new_cart_photo/sandaly-czarne.jpg","36,37,39,40,41",Sandały czarne na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, zamsz.", czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały w kolorze fuksji,350,100.0,   D02400-3436-007,"https://baldowski.b-cdn.net/6671-new_cart_photo/sandaly-w-kolorze-fuksji.jpg,https://baldowski.b-cdn.net/6673-new_cart_photo/sandaly-w-kolorze-fuksji.jpg","36,40",Sandały w kolorze fuksji na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, skóry zamszowej.", fuksja,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze fuksji,Dostępne,1
SANDAŁY I KLAPKI,Sandały cappuccino,350,100.0,   D02400-3436-010,"https://baldowski.b-cdn.net/6679-new_cart_photo/sandaly-cappuccino.jpg,https://baldowski.b-cdn.net/6680-new_cart_photo/sandaly-cappuccino.jpg","39,40",Sandały cappuccino na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, skóry zamszowej.", cappuccino,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały cappuccino,Dostępne,1
SANDAŁY I KLAPKI,Sandały srebrne,490,,   D02400-3436-006,"https://baldowski.b-cdn.net/6753-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/6755-new_cart_photo/sandaly-srebrne.jpg","38,39,40",Sandały srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
SANDAŁY I KLAPKI,Sandały multicolor,550,,   D02400-3436-005/D02400 coco sliver coco gold,"https://baldowski.b-cdn.net/6242-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/6243-new_cart_photo/sandaly-multicolor.jpg","36,37,38,39,40,41",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.," biały, złoty, srebrny",1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
SANDAŁY I KLAPKI,Sandały srebrne,530,,   D02563-3436-011,"https://baldowski.b-cdn.net/9969-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/9971-new_cart_photo/sandaly-srebrne.jpg","36,38",Sandały srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
SANDAŁY I KLAPKI,Sandały beżowe,430,,   D02563-3436-014,"https://baldowski.b-cdn.net/9675-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9677-new_cart_photo/sandaly-bezowe.jpg",37,Sandały beżowe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały beżowe,530,,   D02563-3436-023,"https://baldowski.b-cdn.net/9977-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9979-new_cart_photo/sandaly-bezowe.jpg","35,36,39,40",Sandały beżowe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
SANDAŁY I KLAPKI,Sandały w kolorze fuksji,420,,   D01340-3436-017,"https://baldowski.b-cdn.net/6531-new_cart_photo/sandaly-w-kolorze-fuksji.jpg,https://baldowski.b-cdn.net/6528-new_cart_photo/sandaly-w-kolorze-fuksji.jpg",36,Buty w kolorze fuksji na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., fuksja,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze fuksji,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,440,,   D01340-3436-013,"https://baldowski.b-cdn.net/6265-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/6264-new_cart_photo/sandaly-czarne.jpg","36,40",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały camel jasny,440,,   D01340-3436-030,"https://baldowski.b-cdn.net/6223-new_cart_photo/sandaly-camel-jasny.jpg,https://baldowski.b-cdn.net/6479-new_cart_photo/sandaly-camel-jasny.jpg","37,38,39,41",Sandały w kolorze camel jasny na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej zamszowej., camel jasny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały camel jasny,Dostępne,1
SANDAŁY I KLAPKI,Sandały białe,420,,   D01340-3436-023,"https://baldowski.b-cdn.net/3168-new_cart_photo/sandaly-slubne-biale.jpg,https://baldowski.b-cdn.net/3169-new_cart_photo/sandaly-slubne-biale.jpg",39,Białe buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały białe,Dostępne,1
SANDAŁY I KLAPKI,Sandały  białe,500,,   D01340-3436-008,"https://baldowski.b-cdn.net/6719-new_cart_photo/sandaly-slubne-biale.jpg,https://baldowski.b-cdn.net/6721-new_cart_photo/sandaly-slubne-biale.jpg","37,40",Sandały białe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały  białe,Dostępne,1
SANDAŁY I KLAPKI,Sandały srebrne,420,,   D01340-3436-001,"https://baldowski.b-cdn.net/5907-new_cart_photo/sandaly-slubne-srebrne.jpg,https://baldowski.b-cdn.net/5909-new_cart_photo/sandaly-slubne-srebrne.jpg","36,38,39,41",Srebrne buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
SANDAŁY I KLAPKI,Sandały w kolorze nude,420,,   D01340-3436-028,"https://baldowski.b-cdn.net/5482-new_cart_photo/sandaly-w-kolorze-nude.jpg,https://baldowski.b-cdn.net/5487-new_cart_photo/sandaly-w-kolorze-nude.jpg","39,41",Sandały w kolorze nude na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze nude,Dostępne,1
SANDAŁY I KLAPKI,Sandały złote,500,,   D01340-3436-002,"https://baldowski.b-cdn.net/5905-new_cart_photo/sandaly-slubne-zlote.jpg,https://baldowski.b-cdn.net/5903-new_cart_photo/sandaly-slubne-zlote.jpg","36,38,39,40,41",Złote buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
SANDAŁY I KLAPKI,Sandały czerwone,530,,   D02417- 3436-003,"https://baldowski.b-cdn.net/6691-new_cart_photo/sandaly-czerwone.jpg,https://baldowski.b-cdn.net/6693-new_cart_photo/sandaly-czerwone.jpg",36,Sandały czerwone na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, skóry naturalnej zamsz.", czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czerwone,Dostępne,1
SANDAŁY I KLAPKI,Sandały szare,530,,   D02417- 3436-005,"https://baldowski.b-cdn.net/6292-new_cart_photo/sandały-szare.jpg,https://baldowski.b-cdn.net/6294-new_cart_photo/sandały-szare.jpg","36,37,38,39",Sandały szare na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, skóry naturalnej zamsz.", szary,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały szare,Dostępne,1
SANDAŁY I KLAPKI,Klapki czarne,290,200.0,   D02480-0621-004,"https://baldowski.b-cdn.net/6739-new_cart_photo/klapki-czarne.jpg,https://baldowski.b-cdn.net/6738-new_cart_photo/klapki-czarne.jpg",,Klapki czarne na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej oraz z zamszowej., czarny,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki czarne,Dostępne,1
SANDAŁY I KLAPKI,Klapki fioletowe z piórami,390,150.0,   D02446-0621-001,"https://baldowski.b-cdn.net/6833-new_cart_photo/klapki-fioletowe-z-piórami.jpg,https://baldowski.b-cdn.net/6832-new_cart_photo/klapki-fioletowe-z-piórami.jpg",36,Klapki fioletowe na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., fioletowy,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki fioletowe z piórami,Dostępne,1
SANDAŁY I KLAPKI,Klapki czarne z piórami,410,200.0,   D02446-0621-002,"https://baldowski.b-cdn.net/6843-new_cart_photo/klapki-czarne-z-piórami.jpg,https://baldowski.b-cdn.net/6842-new_cart_photo/klapki-czarne-z-piórami.jpg","36,37",Klapki czarne na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,610.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki czarne z piórami,Dostępne,1
SANDAŁY I KLAPKI,Sandały w kolorze cappuccino,290,200.0,   D02206-3211-004,"https://baldowski.b-cdn.net/3188-new_cart_photo/sandaly-w-kolorze-cappuccino.jpg,https://baldowski.b-cdn.net/3189-new_cart_photo/sandaly-w-kolorze-cappuccino.jpg",37,Buty w kolorze cappuccino na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., cappuccino,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze cappuccino,Dostępne,1
SANDAŁY I KLAPKI,Buty płaskie camel,250,200.0,   D02463-8321-005,"https://baldowski.b-cdn.net/6924-new_cart_photo/buty-płaskie-camel.jpg,https://baldowski.b-cdn.net/6923-new_cart_photo/buty-płaskie-camel.jpg",36,Buty płaskie camel na 2-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, zamszowej.", camel,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie camel,Dostępne,1
SANDAŁY I KLAPKI,Buty płaskie niebieskie,250,200.0,   D02463-8321-003,"https://baldowski.b-cdn.net/6919-new_cart_photo/buty-płaskie-niebieskie.jpg,https://baldowski.b-cdn.net/6918-new_cart_photo/buty-płaskie-niebieskie.jpg",36,Buty płaskie niebieskie na 2-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, zamszowej.", niebieski,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie niebieskie,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,340,150.0,   D03131-3211-001,"https://baldowski.b-cdn.net/10006-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/10005-new_cart_photo/sandaly-czarne.jpg",36,Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały czarne,600,,   D02417- 3436-011/P2,"https://baldowski.b-cdn.net/7865-new_cart_photo/sandały-czarne.jpg,https://baldowski.b-cdn.net/7867-new_cart_photo/sandały-czarne.jpg","35,36,37,38,39,40,41",Sandały czarne na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, skóry naturalnej zamsz.", czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
SANDAŁY I KLAPKI,Sandały nude,600,,   D02417-3436-023,"https://baldowski.b-cdn.net/10047-new_cart_photo/sandały-nude.jpg,https://baldowski.b-cdn.net/10049-new_cart_photo/sandały-nude.jpg","38,40",Sandały w kolorze nude na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
SANDAŁY I KLAPKI,Sandały złote,670,,   D02417- 3436-016,"https://baldowski.b-cdn.net/8335-new_cart_photo/sandały-złote.jpg,https://baldowski.b-cdn.net/8336-new_cart_photo/sandały-złote.jpg",39,Sandały złote na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, skóry naturalnej.", złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały złote,Dostępne,1
SANDAŁY I KLAPKI,Sandały na szpilce białe,600,,   D02417-3436-018,"https://baldowski.b-cdn.net/8904-new_cart_photo/sandały-na-szpilce-białe.jpg,https://baldowski.b-cdn.net/8906-new_cart_photo/sandały-na-szpilce-białe.jpg","40,41",Sandały na szpilce na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce białe,Dostępne,1
