Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
PŁASKIE,Buty płaskie brązowe,490,,   D02717-8321-002,"https://baldowski.b-cdn.net/7476-new_cart_photo/buty-płaskie-brązowe.jpg,https://baldowski.b-cdn.net/7477-new_cart_photo/buty-płaskie-brązowe.jpg","38,39,40,41",Mokasyny na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie brązowe,Dostępne,1
PŁASKIE,Buty płaskie brązowe,490,,   D02717-8321-007,"https://baldowski.b-cdn.net/7487-new_cart_photo/buty-płaskie-brązowe.jpg,https://baldowski.b-cdn.net/7486-new_cart_photo/buty-płaskie-brązowe.jpg","36,37,38,39",Mokasyny na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie brązowe,Dostępne,1
PŁASKIE,Buty płaskie grafitowe,560,,   D02717-8321-008,"https://baldowski.b-cdn.net/7686-new_cart_photo/buty-plaskie-grafitowe.jpg,https://baldowski.b-cdn.net/7685-new_cart_photo/buty-plaskie-grafitowe.jpg","35,37",Mokasyny grafitowe na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., grafit,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie grafitowe,Dostępne,1
PŁASKIE,Buty płaskie w kolorze nude,490,,   W00507-8321-019/W00400-8321-025,"https://baldowski.b-cdn.net/6486-new_cart_photo/buty-plaskie-w-kolorze-nude.jpg,https://baldowski.b-cdn.net/6040-new_cart_photo/buty-plaskie-w-kolorze-nude.jpg","38,39,41",Mokasyny w kolorze nude na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie w kolorze nude,Dostępne,1
PŁASKIE,Buty płaskie camel,490,,   D02644-8321-016,"https://baldowski.b-cdn.net/8871-new_cart_photo/buty-płaskie-camel.jpg,https://baldowski.b-cdn.net/8873-new_cart_photo/buty-płaskie-camel.jpg","37,40",Mokasyny camel na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej, camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie camel,Dostępne,1
PŁASKIE,Buty płaskie beżowe,480,,   D02644-8321-012,"https://baldowski.b-cdn.net/7998-new_cart_photo/buty-płaskie-beżowe.jpg,https://baldowski.b-cdn.net/7999-new_cart_photo/buty-płaskie-beżowe.jpg","35,36,39,40",Buty płaskie beżowe na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie beżowe,Dostępne,1
PŁASKIE,Buty płaskie czarne,480,,   D02644-8321-007,"https://baldowski.b-cdn.net/7641-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/7642-new_cart_photo/buty-plaskie-czarne.jpg","38,41",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Buty płaskie czarne,480,,   D02644-8321-008,"https://baldowski.b-cdn.net/7652-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/7651-new_cart_photo/buty-plaskie-czarne.jpg","36,39,40",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Buty płaskie czarne,540,,   D02644-8321-017,"https://baldowski.b-cdn.net/9989-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/9988-new_cart_photo/buty-plaskie-czarne.jpg","38,39,40,41",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Mokasyny czarne,540,,   W00400-8321-038,"https://baldowski.b-cdn.net/10148-new_cart_photo/mokasyny-czarne.jpg,https://baldowski.b-cdn.net/10147-new_cart_photo/mokasyny-czarne.jpg","37,38,39,40,41",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny czarne,Dostępne,1
PŁASKIE,Buty płaskie w multikolorze,450,,   W00481-8321-003,"https://baldowski.b-cdn.net/8766-new_cart_photo/buty-płaskie-w-multikolorze.jpg,https://baldowski.b-cdn.net/8768-new_cart_photo/buty-płaskie-w-multikolorze.jpg","36,39,40",Buty płaskie w multokolorze na 2-centymetrowym obcasie., wykonane ze skóry naturalnej., multicolor,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie w multikolorze,Dostępne,1
PŁASKIE,Mokasyny czarne,540,,   W00400-8321-043,"https://baldowski.b-cdn.net/10162-new_cart_photo/mokasyny-czarne-aw.jpg,https://baldowski.b-cdn.net/10161-new_cart_photo/mokasyny-czarne-aw.jpg","37,38,39,40",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny czarne,Dostępne,1
PŁASKIE,Mokasyny granatowe,540,,   W00507-8321-026/P,"https://baldowski.b-cdn.net/10645-new_cart_photo/mokasyny-granatowe.jpg,https://baldowski.b-cdn.net/10644-new_cart_photo/mokasyny-granatowe.jpg","35,36,37,38,39,40,41","Granatowe buty na 2,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny granatowe,Dostępne,1
PŁASKIE,Buty płaskie czarne,530,,   D02820-8321-001,"https://baldowski.b-cdn.net/9599-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/9598-new_cart_photo/buty-plaskie-czarne.jpg","36,37,38",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
PŁASKIE,Mokasyny rude,570,,   D03283-8321-004/P,"https://baldowski.b-cdn.net/10566-new_cart_photo/red-loafers.jpg,https://baldowski.b-cdn.net/10565-new_cart_photo/red-loafers.jpg","35,36,37,38,39,40,41",Mokasyny rude na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., rudy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny rude,Dostępne,1
PŁASKIE,Mokasyny czarne,570,,   D03283-8321-003/P,"https://baldowski.b-cdn.net/10555-new_cart_photo/mokasyny-czarne.jpg,https://baldowski.b-cdn.net/10554-new_cart_photo/mokasyny-czarne.jpg","35,36,37,38,39,40,41",Mokasyny czarne na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny czarne,Dostępne,1
PŁASKIE,Mokasyny czarno-zielone,530,,   D03262-8321-002,"https://baldowski.b-cdn.net/10508-new_cart_photo/mokasyny-czarno-zielone.jpg,https://baldowski.b-cdn.net/10507-new_cart_photo/mokasyny-czarno-zielone.jpg","36,37",Mokasyny czarno-zielone na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.," czarno-zielony, biały",1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Mokasyny czarno-zielone,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,510,,   D01468-1451-024,"https://baldowski.b-cdn.net/6399-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/6401-new_cart_photo/szpilki-czarne.jpg","38,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki nude,490,,   D00580-1451-159,"https://baldowski.b-cdn.net/3754-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/3756-new_cart_photo/szpilki-nude.jpg",41,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki nude,Dostępne,1
WSZYSTKIE BUTY,Botki czarne,440,100.0,   W00525-DIAN-003,"https://baldowski.b-cdn.net/3766-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/3767-new_cart_photo/botki-czarne.jpg",35,Czarne botki na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki w kolorze cappuccino,490,,   D00580-1451-156,"https://baldowski.b-cdn.net/3750-new_cart_photo/szpilki-w-kolorze-cappuccino.jpg,https://baldowski.b-cdn.net/3751-new_cart_photo/szpilki-w-kolorze-cappuccino.jpg","39,40,41",Szpilki w kolorze cappuccino na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., cappuccino,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze cappuccino,Dostępne,1
WSZYSTKIE BUTY,Szpilki zielono-szmaragdowe,510,,   D01468-1451-028,"https://baldowski.b-cdn.net/4843-new_cart_photo/szpilki-zielono-szmaragdowe.jpg,https://baldowski.b-cdn.net/4848-new_cart_photo/szpilki-zielono-szmaragdowe.jpg","36,37,39,40,41",Zielono-szmaragdowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielono-szmaragdowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielono-szmaragdowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki czerwone,510,,   D01468-1451-026,"https://baldowski.b-cdn.net/6403-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/6405-new_cart_photo/szpilki-czerwone.jpg","36,37,38,39,40",Czerwone buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
WSZYSTKIE BUTY,Szpilki zielone,490,,   D00580-1451-129,"https://baldowski.b-cdn.net/6383-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/6384-new_cart_photo/szpilki-zielone.jpg","36,40,41",Zielone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,490,,   D00580-1451-055,"https://baldowski.b-cdn.net/5930-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/5882-new_cart_photo/szpilki-czarne.jpg","35,36,37,38,39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki granatowe,490,,   D00580-1451-114,"https://baldowski.b-cdn.net/5887-new_cart_photo/szpilki-granatowe.jpg,https://baldowski.b-cdn.net/5886-new_cart_photo/szpilki-granatowe.jpg",36,Granatowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki granatowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki w kolorze camel jasny,490,,   D00580-1451-144,"https://baldowski.b-cdn.net/6387-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/6388-new_cart_photo/szpilki-w-kolorze-camel.jpg","35,36,40",Buty w kolorze camel na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel (jasna pesca),1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze camel jasny,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,490,,   D00580-1451-025/143,"https://baldowski.b-cdn.net/6379-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/6381-new_cart_photo/szpilki-czarne.jpg","35,36,40",Czarne szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki bordowe,420,,   D00580-1451-149,"https://baldowski.b-cdn.net/10198-new_cart_photo/szpilki-bordowe.jpg,https://baldowski.b-cdn.net/10200-new_cart_photo/szpilki-bordowe.jpg","36,40",Bordowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki bordowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki złote,320,100.0,   D00579-3514-033,"https://baldowski.b-cdn.net/3660-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/3661-new_cart_photo/szpilki-slubne-zlote.jpg","36,37,41",Złote buty na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki złote,Dostępne,1
WSZYSTKIE BUTY,Szpilki czerwone,490,,   D00580-1451-154,"https://baldowski.b-cdn.net/3648-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/3649-new_cart_photo/szpilki-czerwone.jpg","37,38,39,40",Czerwone buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
WSZYSTKIE BUTY,Szpilki granatowe,490,,   D00580-1451-121,"https://baldowski.b-cdn.net/3628-new_cart_photo/szpilki-granatowe.jpg,https://baldowski.b-cdn.net/3630-new_cart_photo/szpilki-granatowe.jpg","40,41",Granatowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., granatowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki granatowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,490,,   D00580-1451-127,"https://baldowski.b-cdn.net/6570-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/6572-new_cart_photo/szpilki-czarne.jpg","39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki czerwone,490,,   D00580-1451-160,"https://baldowski.b-cdn.net/3616-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/3617-new_cart_photo/szpilki-czerwone.jpg","38,40,41",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
WSZYSTKIE BUTY,Czółenka czarne,440,,   D02262-4330-014,"https://baldowski.b-cdn.net/3513-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/3515-new_cart_photo/czolenka-czarne.jpg",38,"Czarne czółenka na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki zielone,420,,   D01806-1577-005,"https://baldowski.b-cdn.net/6590-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/3611-new_cart_photo/szpilki-zielone.jpg","36,41","Zielone czółenka na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,490,,   D00580-1451-177,"https://baldowski.b-cdn.net/3492-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/3493-new_cart_photo/szpilki-czarne.jpg","35,36,39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki czerwone,440,,   W00472-1451-003,"https://baldowski.b-cdn.net/4760-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/4762-new_cart_photo/szpilki-czerwone.jpg","36,41",Czerwone szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
WSZYSTKIE BUTY,Czółenka czarne,510,,   D02316-3262-011,"https://baldowski.b-cdn.net/4756-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/4758-new_cart_photo/czolenka-czarne.jpg","36,37,40,41",Czarne czółenka na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
WSZYSTKIE BUTY,Sandały turkusowe,670,,   D01988-0621- 030,"https://baldowski.b-cdn.net/10664-new_cart_photo/sandaly-turkusowe.jpg,https://baldowski.b-cdn.net/10663-new_cart_photo/sandaly-turkusowe.jpg","36,37,38,39,40",Sandały turkusowe na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., turkusowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały turkusowe,Dostępne,1
WSZYSTKIE BUTY,Klapki multicolor,240,250.0,   D02427-0621-001,"https://baldowski.b-cdn.net/6726-new_cart_photo/klapki-multicolor.jpg,https://baldowski.b-cdn.net/6725-new_cart_photo/klapki-multicolor.jpg","37,38",Klapki multicolor na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki multicolor,Dostępne,1
WSZYSTKIE BUTY,Buty płaskie czarne,540,,   W00507-8321-025/P2/W00400-8321-005,"https://baldowski.b-cdn.net/3116-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/3118-new_cart_photo/buty-plaskie-czarne.jpg","35,36,37,38,39,40,41",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
WSZYSTKIE BUTY,Buty płaskie czarne,520,,   W00481-8321-001,"https://baldowski.b-cdn.net/5566-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/5568-new_cart_photo/buty-plaskie-czarne.jpg","37,39",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie czarne,Dostępne,1
WSZYSTKIE BUTY,Czółenka czarne,200,250.0,   D02344-7633-001/S01,"https://baldowski.b-cdn.net/3381-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/3382-new_cart_photo/czolenka-czarne.jpg","36,38","Czarne buty na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
WSZYSTKIE BUTY,Czółenka czerwone,460,,   D02341-4330-003/S03,"https://baldowski.b-cdn.net/3393-new_cart_photo/czolenka-czerwone.jpg,https://baldowski.b-cdn.net/9892-new_cart_photo/czolenka-czerwone.jpg","36,37,38,39,40","Czerwone buty na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czerwone,Dostępne,1
WSZYSTKIE BUTY,Botki bordowe,390,150.0,   D02302-3262-002/S02,"https://baldowski.b-cdn.net/3367-new_cart_photo/botki-bordowe.jpg,https://baldowski.b-cdn.net/3368-new_cart_photo/botki-bordowe.jpg","36,37,38,39",Bordowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy,1,1,540.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki bordowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,440,,   W00472-1451-001,"https://baldowski.b-cdn.net/2967-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/2968-new_cart_photo/szpilki-czarne.jpg","37,40",Czarne buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Botki czarne,360,200.0,   D02375-4329-001,"https://baldowski.b-cdn.net/2963-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/2964-new_cart_photo/botki-czarne.jpg","37,39",Czarne buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czarny,1,1,560.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
WSZYSTKIE BUTY,Czółenka w kolorze camel,490,,   D02341-4330-002,"https://baldowski.b-cdn.net/3483-new_cart_photo/czolenka-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/3484-new_cart_photo/czolenka-w-kolorze-camel.jpg",37,"Buty w kolorze camel na 7,5-centymetrowym obcasie.", wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka w kolorze camel,Dostępne,1
WSZYSTKIE BUTY,Botki szare,380,150.0,   D02302-3262-003,"https://baldowski.b-cdn.net/2921-new_cart_photo/botki-szare.jpg,https://baldowski.b-cdn.net/2869-new_cart_photo/botki-szare.jpg","36,37,39,40",Szare buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., szary,1,1,530.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki szare,Dostępne,1
WSZYSTKIE BUTY,Czółenka szare,340,100.0,   D02316-3262-001/002,"https://baldowski.b-cdn.net/6535-new_cart_photo/czolenka-szare.jpg,https://baldowski.b-cdn.net/6534-new_cart_photo/czolenka-szare.jpg","36,39,40",Szare buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., szary,1,1,440.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka szare,Dostępne,1
WSZYSTKIE BUTY,Czółenka czarne,560,,   D02341-4330-001/P,"https://baldowski.b-cdn.net/2930-new_cart_photo/czolenka-czarne.jpg,https://baldowski.b-cdn.net/2894-new_cart_photo/czolenka-czarne.jpg","35,36,37,38,39,40,41","Czarne buty na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka czarne,Dostępne,1
NOWOŚCI,Szpilki oliwkowe,500,,   D00580-1451-277/P2,"https://baldowski.b-cdn.net/10400-new_cart_photo/szpilki-oliwkowe.jpg,https://baldowski.b-cdn.net/10402-new_cart_photo/szpilki-oliwkowe.jpg","35,36,37,38,39,40,41",Szpilki oliwkowe na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., oliwkowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki oliwkowe,Dostępne,1
NOWOŚCI,Szpilki czerwone,500,,   D00580-1451-276/P2,"https://baldowski.b-cdn.net/10392-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/10394-new_cart_photo/szpilki-czerwone.jpg","35,36,38,39,40,41",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
NOWOŚCI,Szpilki zielone,490,,   D00580-1451-280,"https://baldowski.b-cdn.net/10940-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/10942-new_cart_photo/szpilki-zielone.jpg","36,38,39,40,41",Szpilki zielone na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki zielone,Dostępne,1
NOWOŚCI,Szpilki brązowe,490,,   D00580-1451-279,"https://baldowski.b-cdn.net/10214-new_cart_photo/szpilki-brazowe.jpg,https://baldowski.b-cdn.net/10216-new_cart_photo/szpilki-brazowe.jpg","36,38,39,41",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki brązowe,Dostępne,1
NOWOŚCI,Szpilki nude,500,,   D00580-1451-251,"https://baldowski.b-cdn.net/8435-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/8436-new_cart_photo/szpilki-nude.jpg",36,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki nude,Dostępne,1
NOWOŚCI,Szpilki w kolorze camel,500,,   D00580-1451-250,"https://baldowski.b-cdn.net/8524-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/8526-new_cart_photo/szpilki-w-kolorze-camel.jpg","37,39,40,41",Szpilki w kolorze camel na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze camel,Dostępne,1
