kategoria,Nazwa,Cena,Cena przed obnizka,Nr referencyjny,Adres zdjecia,Rozmiary,Opis,Material wykonania,Kolor
OUTLET DAMSKI,Szpilki waniliowe,450,"650,00 ",   D02467-3309-001,"https://baldowski.b-cdn.net/6936-new_cart_photo/szpilki-waniliowe.jpg,https://baldowski.b-cdn.net/6937-new_cart_photo/szpilki-waniliowe.jpg","39,40","Szpilki waniliowe na 10,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., waniliowe
OUTLET DAMSKI,Szpilki nude,450,"650,00 ",   D02467-3309-002,"https://baldowski.b-cdn.net/6144-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/6467-new_cart_photo/szpilki-nude.jpg","38,40,41","Szpilki w kolorze nude na 10,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., nude
OUTLET DAMSKI,Szpilki waniliowe,450,"650,00 ",   D02454-3309-001,"https://baldowski.b-cdn.net/6342-new_cart_photo/szpilki-kolor-wanilia.jpg,https://baldowski.b-cdn.net/6344-new_cart_photo/szpilki-kolor-wanilia.jpg",38,"Szpilki waniliowe na 10,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., wanilia
OUTLET DAMSKI,Czółenka multicolor,370,"470,00 ",   D02571-4330-001,"https://baldowski.b-cdn.net/6865-new_cart_photo/czółenka-multicolor.jpg,https://baldowski.b-cdn.net/6866-new_cart_photo/czółenka-multicolor.jpg",36,"Czółenka multicolor  na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej oraz zamszowej., multicolor
OUTLET DAMSKI,Sandały czarne,290,"440,00 ",   D02520-3436-001,"https://baldowski.b-cdn.net/6351-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/6352-new_cart_photo/sandaly-czarne.jpg",35,Sandały czarne na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, zamszowej.", czarny
OUTLET DAMSKI,Szpilki czerwone,440,"590,00 ",   D01511-7137-001,"https://baldowski.b-cdn.net/4112-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/4113-new_cart_photo/szpilki-czerwone.jpg",41,Czerwone buty na 9-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony
OUTLET DAMSKI,Szpilki żółte,440,"590,00 ",   D01511-7137 -S03,"https://baldowski.b-cdn.net/7745-new_cart_photo/szpilki-żółte.jpg,https://baldowski.b-cdn.net/7747-new_cart_photo/szpilki-żółte.jpg","37,39",Szpili żółte na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., żółty
OUTLET DAMSKI,Buty płaskie czarne,240,"490,00 ",   D02303-8321-001,"https://baldowski.b-cdn.net/3384-new_cart_photo/buty-plaskie-czarne.jpg,https://baldowski.b-cdn.net/3385-new_cart_photo/buty-plaskie-czarne.jpg","35,41",Czarne buty na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
OUTLET DAMSKI,Klapki białe,220,"420,00 ",   W00604-0621-002,"https://baldowski.b-cdn.net/6440-new_cart_photo/klapki-biale.jpg,https://baldowski.b-cdn.net/6441-new_cart_photo/klapki-biale.jpg",36,Klapki białe na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały
OUTLET DAMSKI,Sandały złoto-platynowe,440,"590,00 ",   D01511-3436-001 (ST),"https://baldowski.b-cdn.net/4727-new_cart_photo/sandaly-zloto-platynowe.jpg,https://baldowski.b-cdn.net/4731-new_cart_photo/sandaly-zloto-platynowe.jpg","35,36",Złoto-platynowe buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoto-platynowy
OUTLET DAMSKI,Kozaki czarne,250,"710,00 ",   D01185S,"https://baldowski.b-cdn.net/7251-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/7252-new_cart_photo/kozaki-czarne.jpg",36,Czarne kozaki., wykonane ze skóry naturalnej zamszowej., czarny
OUTLET DAMSKI,Botki czarne,195,"460,00 ",   D02351-4264-005,"https://baldowski.b-cdn.net/5803-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/5804-new_cart_photo/botki-czarne.jpg",35,"Czarne buty na 6,5-centymetrowym obcasie.", wykonane ze skóry naturalnej., czarny
SZPILKI,Szpilki różowe,450,,   D02728-1451-013,"https://baldowski.b-cdn.net/8790-new_cart_photo/szpilki-różowe.jpg,https://baldowski.b-cdn.net/8792-new_cart_photo/szpilki-różowe.jpg","36,37,39,40",Szpilki różowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy
SZPILKI,Szpilki złote,520,,   D02728-1451-011,"https://baldowski.b-cdn.net/8465-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/8466-new_cart_photo/szpilki-slubne-zlote.jpg","36,38,39,40",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
SZPILKI,Szpilki nude,520,,   D02728-1451-010,"https://baldowski.b-cdn.net/8597-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/8599-new_cart_photo/szpilki-nude.jpg","36,37,39,40",Szpilki nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude
SZPILKI,Szpilki nude,520,,   D02728-1451-014/p2,"https://baldowski.b-cdn.net/10451-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/10453-new_cart_photo/szpilki-nude.jpg","35,36,37,38,39,40,41",Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude
SZPILKI,Szpilki w kolorze fuksji,520,,   D02728-1451-006 /p2,"https://baldowski.b-cdn.net/10438-new_cart_photo/szpilki-w-kolorze-fuksji.jpg,https://baldowski.b-cdn.net/10440-new_cart_photo/szpilki-w-kolorze-fuksji.jpg","35,36,37,38,39,40,41",Szpilki w kolorze fuksji na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., fuksja
SZPILKI,Szpilki nude,560,,   D03166-1451-003,"https://baldowski.b-cdn.net/10131-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/10133-new_cart_photo/szpilki-nude.jpg",36,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude
SZPILKI,Szpilki różowe,450,,   D03166-1451-001,"https://baldowski.b-cdn.net/9771-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/9773-new_cart_photo/szpilki-rozowe.jpg",36,Różowe szpilki na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy
SZPILKI,Szpilki beżowe,560,,   D03154-1451-003,"https://baldowski.b-cdn.net/10206-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/10208-new_cart_photo/szpilki-bezowe.jpg","36,39,41",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż
SZPILKI,Szpilki złote,490,,   D00580-1451-132,"https://baldowski.b-cdn.net/8375-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/8376-new_cart_photo/szpilki-slubne-zlote.jpg","37,40,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
SZPILKI,Szpilki złote,490,,   D00580-1451-254,"https://baldowski.b-cdn.net/8532-new_cart_photo/szpilki-złote.jpg,https://baldowski.b-cdn.net/8534-new_cart_photo/szpilki-złote.jpg","37,38,39",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
SZPILKI,Szpilki beżowe,420,,   D00580-1451-262,"https://baldowski.b-cdn.net/8544-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/8546-new_cart_photo/szpilki-bezowe.jpg","36,39,40",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż
SZPILKI,Szpilki złote,540,,   D00580-1451-252,"https://baldowski.b-cdn.net/8677-new_cart_photo/szpilki-złote.jpg,https://baldowski.b-cdn.net/8679-new_cart_photo/szpilki-złote.jpg","36,37,38,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
SZPILKI,Szpilki srebrne,420,,   D00580-1451-163,"https://baldowski.b-cdn.net/6550-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/6549-new_cart_photo/szpilki-srebrne.jpg","38,39,40",Szpilki srebrne na 10- centymetrowym obcasie.,Wykonane ze skóry naturalnej., srebrny
SZPILKI,Szpilki w kolorze camel,420,,   D00580-1451-244/ 580-1451-197,"https://baldowski.b-cdn.net/6391-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/6393-new_cart_photo/szpilki-w-kolorze-camel.jpg","36,39,40,41",Szpilki w kolorze rudym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., camel
SZPILKI,Szpilki czarne,490,,   D03102-E160-012/p2,"https://baldowski.b-cdn.net/10487-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/10489-new_cart_photo/szpilki-czarne.jpg","35,36,37,38,39,40,41",Czarne buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
SZPILKI,Szpilki czarne,490,,   D03102-E160-011/p2,"https://baldowski.b-cdn.net/10478-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/10480-new_cart_photo/szpilki-czarne.jpg","35,36,37,38,39,40,41",Czarne buty na 11-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
SZPILKI,Szpilki czerwone,490,,   D03102-E160-001,"https://baldowski.b-cdn.net/9182-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/9184-new_cart_photo/szpilki-czerwone.jpg","36,37,38,39,40,41",Szpilki czerwone na 11-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony
SZPILKI,Szpilki czerwone,500,,   D00580-1451-276/P2,"https://baldowski.b-cdn.net/10392-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/10394-new_cart_photo/szpilki-czerwone.jpg","35,36,38,39,40,41",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony
SZPILKI,Szpilki oliwkowe,500,,   D00580-1451-277/P2,"https://baldowski.b-cdn.net/10400-new_cart_photo/szpilki-oliwkowe.jpg,https://baldowski.b-cdn.net/10402-new_cart_photo/szpilki-oliwkowe.jpg","35,36,37,38,39,40,41",Szpilki oliwkowe na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., oliwkowy
SZPILKI,Szpilki beżowe,520,,   D03291-1451-002,"https://baldowski.b-cdn.net/10698-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/10701-new_cart_photo/szpilki-bezowe.jpg","36,39",Szpilki beżowe na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beż
SZPILKI,Szpilki jasny brąz,520,,   D03291-1451-004,"https://baldowski.b-cdn.net/10303-new_cart_photo/szpilki-brazowe.jpg,https://baldowski.b-cdn.net/10306-new_cart_photo/szpilki-brazowe.jpg","36,37,38,39",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., jasny brąz
SZPILKI,Szpilki bordowe,520,,   D03291-1451-001,"https://baldowski.b-cdn.net/10294-new_cart_photo/szpilki-bordowe.jpg,https://baldowski.b-cdn.net/10297-new_cart_photo/szpilki-bordowe.jpg","36,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy
SZPILKI,Szpilki zielone,510,,   D3524-1451-001,"https://baldowski.b-cdn.net/10320-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/10322-new_cart_photo/szpilki-zielone.jpg","36,37,38,39,40,41",Szpilki zielone na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., zielony
SZPILKI,Szpilki jasny brąz,510,,   D03524-1451-002,"https://baldowski.b-cdn.net/10378-new_cart_photo/szpilki-jasny-braz.jpg,https://baldowski.b-cdn.net/10380-new_cart_photo/szpilki-jasny-braz.jpg","36,37,38,39,40",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., jasny brąz
SZPILKI,Szpilki nude,500,,   D00580-1451-251,"https://baldowski.b-cdn.net/8435-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/8436-new_cart_photo/szpilki-nude.jpg",36,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude
SZPILKI,Szpilki zielone,490,,   D00580-1451-280,"https://baldowski.b-cdn.net/10940-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/10942-new_cart_photo/szpilki-zielone.jpg","36,38,39,40,41",Szpilki zielone na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielony
SZPILKI,Szpilki brązowe,490,,   D00580-1451-279,"https://baldowski.b-cdn.net/10214-new_cart_photo/szpilki-brazowe.jpg,https://baldowski.b-cdn.net/10216-new_cart_photo/szpilki-brazowe.jpg","36,38,39,41",Szpilki w kolorze brązowym na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy
SZPILKI,Szpilki w kolorze camel,500,,   D00580-1451-250,"https://baldowski.b-cdn.net/8524-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/8526-new_cart_photo/szpilki-w-kolorze-camel.jpg","37,39,40,41",Szpilki w kolorze camel na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel
OUTLET MĘSKI,Buty męskie oliwkowe,249,"560,00 ",   M0076,"https://baldowski.b-cdn.net/4266-new_cart_photo/buty-meskie-oliwkowe.jpg,https://baldowski.b-cdn.net/4267-new_cart_photo/buty-meskie-oliwkowe.jpg",45,Oliwkowe buty męskie na 3-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., oliwkowy
OUTLET MĘSKI,Buty męskie czarne,199,"560,00 ",   016,"https://baldowski.b-cdn.net/5043-new_cart_photo/buty-meskie-czarne.jpg,https://baldowski.b-cdn.net/5048-new_cart_photo/buty-meskie-czarne.jpg",45,Czarne buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
OUTLET MĘSKI,Buty męskie fioletowe,249,"560,00 ",   009,"https://baldowski.b-cdn.net/5030-new_cart_photo/buty-meskie-fioletowe.jpg,https://baldowski.b-cdn.net/5035-new_cart_photo/buty-meskie-fioletowe.jpg","41,45",Fioletowe buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., fioletowy
OUTLET MĘSKI,Buty męskie czarne,249,"560,00 ",   023,"https://baldowski.b-cdn.net/5036-new_cart_photo/buty-meskie-czarne.jpg,https://baldowski.b-cdn.net/5038-new_cart_photo/buty-meskie-czarne.jpg",44,Czarne buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
OUTLET MĘSKI,Buty męskie brązowe,249,"546,00 ",   M0128,"https://baldowski.b-cdn.net/5009-new_cart_photo/buty-meskie-brazowe.jpg,https://baldowski.b-cdn.net/5011-new_cart_photo/buty-meskie-brazowe.jpg",44,Brązowe buty męskie na 3-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., brązowy
OUTLET MĘSKI,Buty męskie niebieskie,249,"560,00 ",   027,"https://baldowski.b-cdn.net/5004-new_cart_photo/buty-meskie-niebieskie.jpg,https://baldowski.b-cdn.net/5006-new_cart_photo/buty-meskie-niebieskie.jpg",45,Niebieskie buty męskie na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., niebieski
OUTLET MĘSKI,Buty męskie bordowe,249,"560,00 ",   M000194-0728-006,"https://baldowski.b-cdn.net/4999-new_cart_photo/buty-meskie-bordowe.jpg,https://baldowski.b-cdn.net/5003-new_cart_photo/buty-meskie-bordowe.jpg",45,Bordowe buty męskie na 3-centymetrowym obcasie.,Wykonane ze skóry naturalnej., bordowy
KOZAKI,Kozaki multikolor,700,,   D02615-7633-001,"https://baldowski.b-cdn.net/7793-new_cart_photo/kozaki-multikolor.jpg,https://baldowski.b-cdn.net/7795-new_cart_photo/kozaki-multikolor.jpg","39,40,41","Kozaki na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej.," czarny, szary"
KOZAKI,Kozaki w kolorze rudym,790,,   D02353-7633-002,"https://baldowski.b-cdn.net/10753-new_cart_photo/kozaki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/10755-new_cart_photo/kozaki-w-kolorze-rudym.jpg","35,36,40,41",Rude kozaki na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., rudy
KOZAKI,Kozaki czarne,1050,,   D02104-1451-009,"https://baldowski.b-cdn.net/8355-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/8358-new_cart_photo/kozaki-czarne.jpg",39,Czarne kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
KOZAKI,Kozaki w kolorze rudym,1050,,   D02104-1451-007,"https://baldowski.b-cdn.net/8068-new_cart_photo/kozaki-w-kolorze-rudym.jpg,https://baldowski.b-cdn.net/8069-new_cart_photo/kozaki-w-kolorze-rudym.jpg","37,40",Rude kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.," rudy, czarny"
KOZAKI,Kozaki czarne,810,,   D02338/D02338-4330-008,"https://baldowski.b-cdn.net/8076-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/8078-new_cart_photo/kozaki-czarne.jpg","35,40","Czarne kozaki na 6,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., srebrny
KOZAKI,Kozaki czarne,1010,,   D02338-4330-043/Z,"https://baldowski.b-cdn.net/10735-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/10737-new_cart_photo/kozaki-czarne.jpg","35,36,37,38,39,40,41","Kozaki czarne na 7,5-centymetrowym obcasie.",Wykonane ze skóry naturalnej., czarny
KOZAKI,Kozaki czarne,870,,   D03322-4330-003,"https://baldowski.b-cdn.net/10837-new_cart_photo/kozaki-czarne.jpg,https://baldowski.b-cdn.net/10839-new_cart_photo/kozaki-czarne.jpg","35,36,38,39,40","Kozaki czarne na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarny
WSZYSTKIE BUTY,Szpilki beżowe,500,,   W00554-1577-001,"https://baldowski.b-cdn.net/4096-new_cart_photo/szpilki-slubne-bezowe.jpg,https://baldowski.b-cdn.net/4098-new_cart_photo/szpilki-slubne-bezowe.jpg","36,38,39,41",Beżowe buty na 7-centymetrowym obcasie., wykonane ze skóry naturalnej., beżowy
WSZYSTKIE BUTY,Kozaki czarne lycra,610,,   D01896-1451-008/D01896-1451-001/D,"https://baldowski.b-cdn.net/8440-new_cart_photo/kozaki-czarne-lycra.jpg,https://baldowski.b-cdn.net/8441-new_cart_photo/kozaki-czarne-lycra.jpg",40,Czarne kozaki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej- lycra zamsz., czarny
WSZYSTKIE BUTY,Botki czarne,440,"540,00 ",   W00525-DIAN-003,"https://baldowski.b-cdn.net/3766-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/3767-new_cart_photo/botki-czarne.jpg",35,Czarne botki na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
WSZYSTKIE BUTY,Szpilki złote,420,,   D00580-1451-162,"https://baldowski.b-cdn.net/3762-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/3763-new_cart_photo/szpilki-slubne-zlote.jpg","36,39,40,41",Złote szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
WSZYSTKIE BUTY,Szpilki nude,490,,   D00580-1451-159,"https://baldowski.b-cdn.net/3754-new_cart_photo/szpilki-nude.jpg,https://baldowski.b-cdn.net/3756-new_cart_photo/szpilki-nude.jpg",41,Szpilki w kolorze nude na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., nude
WSZYSTKIE BUTY,Szpilki różowe,320,"420,00 ",   D00580-1451-155,"https://baldowski.b-cdn.net/3758-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/3760-new_cart_photo/szpilki-rozowe.jpg",40,Różowe szpilki na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy
WSZYSTKIE BUTY,Szpilki zielono-szmaragdowe,510,,   D01468-1451-028,"https://baldowski.b-cdn.net/4843-new_cart_photo/szpilki-zielono-szmaragdowe.jpg,https://baldowski.b-cdn.net/4848-new_cart_photo/szpilki-zielono-szmaragdowe.jpg","36,37,39,40,41",Zielono-szmaragdowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielono-szmaragdowy
WSZYSTKIE BUTY,Szpilki w kolorze camel jasny,490,,   D00580-1451-144,"https://baldowski.b-cdn.net/6387-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/6388-new_cart_photo/szpilki-w-kolorze-camel.jpg","35,36,40",Buty w kolorze camel na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel (jasna pesca)
WSZYSTKIE BUTY,Szpilki złote,320,"420,00 ",   D00579-3514-035,"https://baldowski.b-cdn.net/3676-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/3677-new_cart_photo/szpilki-slubne-zlote.jpg","36,37,39,40",Złote czółenka na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., przecierka biało-złota
WSZYSTKIE BUTY,Szpilki złote,320,"420,00 ",   D00579-3514-033,"https://baldowski.b-cdn.net/3660-new_cart_photo/szpilki-slubne-zlote.jpg,https://baldowski.b-cdn.net/3661-new_cart_photo/szpilki-slubne-zlote.jpg","36,37,41",Złote buty na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
WSZYSTKIE BUTY,Szpilki czerwone,490,,   D00580-1451-160,"https://baldowski.b-cdn.net/3616-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/3617-new_cart_photo/szpilki-czerwone.jpg","38,40,41",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony
WSZYSTKIE BUTY,Szpilki zielone,420,,   D01806-1577-005,"https://baldowski.b-cdn.net/6590-new_cart_photo/szpilki-zielone.jpg,https://baldowski.b-cdn.net/3611-new_cart_photo/szpilki-zielone.jpg","36,41","Zielone czółenka na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., zielony
WSZYSTKIE BUTY,Szpilki srebrne,320,"420,00 ",   D00579-3514-037,"https://baldowski.b-cdn.net/3601-new_cart_photo/szpilki-srebrne.jpg,https://baldowski.b-cdn.net/3602-new_cart_photo/szpilki-srebrne.jpg","35,36,37",Srebrne buty na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny
WSZYSTKIE BUTY,Szpilki czarne,490,,   D00580-1451-177,"https://baldowski.b-cdn.net/3492-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/3493-new_cart_photo/szpilki-czarne.jpg","35,36,37,39,40,41",Czarne buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny
WSZYSTKIE BUTY,Szpilki czerwone,440,,   W00472-1451-003,"https://baldowski.b-cdn.net/4760-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/4762-new_cart_photo/szpilki-czerwone.jpg","36,41",Czerwone szpilki na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czerwony
WSZYSTKIE BUTY,Sandały turkusowe,670,,   D01988-0621- 030,"https://baldowski.b-cdn.net/10664-new_cart_photo/sandaly-turkusowe.jpg,https://baldowski.b-cdn.net/10663-new_cart_photo/sandaly-turkusowe.jpg","36,37,38,39,40",Sandały turkusowe na 1-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., turkusowy
WSZYSTKIE BUTY,Botki bordowe,390,"540,00 ",   D02302-3262-002/S02,"https://baldowski.b-cdn.net/3367-new_cart_photo/botki-bordowe.jpg,https://baldowski.b-cdn.net/3368-new_cart_photo/botki-bordowe.jpg","36,37,38,39",Bordowe buty na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy
WSZYSTKIE BUTY,Botki czarne,360,"560,00 ",   D02375-4329-001,"https://baldowski.b-cdn.net/2963-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/2964-new_cart_photo/botki-czarne.jpg","37,39",Czarne buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czarny
WSZYSTKIE BUTY,Botki szare,380,"530,00 ",   D02302-3262-003,"https://baldowski.b-cdn.net/2921-new_cart_photo/botki-szare.jpg,https://baldowski.b-cdn.net/2869-new_cart_photo/botki-szare.jpg","36,37,39,40",Szare buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., szary
WSZYSTKIE BUTY,Czółenka szare,340,"440,00 ",   D02316-3262-001/002,"https://baldowski.b-cdn.net/6535-new_cart_photo/czolenka-szare.jpg,https://baldowski.b-cdn.net/6534-new_cart_photo/czolenka-szare.jpg","36,39,40",Szare buty na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., szary
WSZYSTKIE BUTY,Botki czarne,340,"490,00 ",   D02310-4330-003/S03,"https://baldowski.b-cdn.net/5329-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/5330-new_cart_photo/botki-czarne.jpg","36,37","Czarne buty na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarny
SANDAŁY I KLAPKI,Sandały na szpilce czarne,490,,   D03167-3436-004,"https://baldowski.b-cdn.net/8920-new_cart_photo/sandały-na-szpilce-czarne.jpg,https://baldowski.b-cdn.net/8922-new_cart_photo/sandały-na-szpilce-czarne.jpg","36,40",Sandały na szpilce  na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,440,,   D03167-3436-003,"https://baldowski.b-cdn.net/8806-new_cart_photo/sandaly-na-szpilce-nude.jpg,https://baldowski.b-cdn.net/8808-new_cart_photo/sandaly-na-szpilce-nude.jpg","36,38,39,40",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy
SANDAŁY I KLAPKI,Sandały na szpilce złote,490,,   D03167-3436-002,"https://baldowski.b-cdn.net/8497-new_cart_photo/sandaly-slubne-zlote.jpg,https://baldowski.b-cdn.net/8499-new_cart_photo/sandaly-slubne-zlote.jpg","40,41",Złote buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i materiału wysokogatunkowego, złoty
SANDAŁY I KLAPKI,Sandały na szpilce srebrne,490,,   D03167-3436-001,"https://baldowski.b-cdn.net/8646-new_cart_photo/sandały-na-szpilce-srebrne.jpg,https://baldowski.b-cdn.net/8647-new_cart_photo/sandały-na-szpilce-srebrne.jpg","38,39,41",Sandały na szpilce srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i materiału wysokogatunkowego,srebrny
SANDAŁY I KLAPKI,Sandały złote,530,,   D03105-3436-005,"https://baldowski.b-cdn.net/10079-new_cart_photo/sandały-złote.jpg,https://baldowski.b-cdn.net/10081-new_cart_photo/sandały-złote.jpg","36,37,38,40,41",Sandały złote na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., złoty
SANDAŁY I KLAPKI,Sandały na szpilce białe,540,,   D03105-3436-006,"https://baldowski.b-cdn.net/8798-new_cart_photo/sandały-na-szpilce-białe.jpg,https://baldowski.b-cdn.net/8800-new_cart_photo/sandały-na-szpilce-białe.jpg","36,37,38,39,40,41",Sandały na szpilce na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały
